  -3.0948691e-01   1.5927108e-01   2.1043854e-01   2.4417083e-01   1.2955524e-01   3.2317754e-02   6.7308163e-02   3.9682417e-01   2.6396543e-01   1.0471220e-01  -3.1215267e-02  -6.0507349e-02   6.1698661e-02  -1.1700824e-01  -3.4314147e-02  -2.8273351e-02   5.0387281e-02  -7.1614353e-02   1.8220015e-01  -4.1067070e-02  -9.0602331e-02   1.4662008e-01  -1.5598623e-01  -2.8123789e-02  -1.4520655e-02   8.3795779e-02   1.6303506e-01   2.4621895e-01   4.0762557e-02   1.6238374e-01   4.5982390e-01   3.8155281e-02  -5.6134090e-02  -4.0351925e-02   6.7833017e-01   1.7132371e-01  -3.3629549e-02  -1.6569726e-02  -1.6024153e-01   4.3758494e-01  -2.4693418e-01   1.1708023e-01   3.4260998e-02   9.5792742e-01  -2.4973906e-02   8.2083573e-02  -4.4155400e-02   2.0517707e-01   6.5630064e-02   1.3021878e-01  -3.5504171e-02   2.9828561e-02   4.5948365e-02  -4.7877181e-02  -8.4894926e-02   3.7494451e-02  -3.7412902e-02  -4.9228709e-02   1.4857571e-01   2.8981232e-02   3.0504431e-02   4.0138113e-02  -5.3599202e-02   3.9919803e-01   3.1643932e-02   6.9427047e-02  -5.5737052e-02   7.9088876e-02   1.5605526e-02  -3.6804123e-02   9.7657512e-01  -7.2368607e-02   4.5251101e-02  -5.2177808e-02   4.2077956e-02
  -3.1249106e-01   1.5847395e-01   2.1079414e-01   2.4352050e-01   1.2899619e-01   3.2990905e-02   6.6217499e-02  -1.4747638e-01  -3.3346431e-01   1.0519623e-01  -3.1771420e-02  -5.9317767e-02   5.8189274e-02  -1.1766616e-01  -3.9275811e-02  -1.2359210e-02   5.2637459e-02  -6.7548571e-02   1.8284985e-01  -4.0975319e-02  -8.6924819e-02   1.3753241e-01  -1.5746615e-01  -3.1777528e-02  -1.4147626e-02   8.2982727e-02  -4.8603094e-01   2.4668793e-01   4.1488711e-02   1.6286595e-01   4.5879626e-01   4.2606127e-02  -6.3524639e-02  -4.3269470e-02  -8.0356868e-02  -6.1106063e-01  -3.5935043e-02  -1.7876738e-02  -1.6087726e-01   4.2567294e-01  -2.4740642e-01   1.1438795e-01   2.9671348e-02  -1.1078134e-01  -1.6047514e-02   8.6927488e-02  -4.3912289e-02   2.1546141e-01   6.6302403e-02   1.2752554e-01  -3.8869548e-02   2.8445140e-02   4.5486935e-02  -5.3227259e-02  -8.3409626e-02   3.4998226e-02  -4.6960870e-02  -4.6757479e-02   1.4698795e-01   4.0759767e-02   3.1168000e-02   4.0082018e-02  -5.0412395e-02   4.0193030e-01   3.2170413e-02   6.9994522e-02   9.7713623e-01   6.1938353e-02   1.0818799e-02  -3.8166896e-02  -5.4734870e-02  -7.5774879e-02   4.4356510e-02  -5.2485362e-02   3.9337788e-02
  -3.2303556e-02   9.8255511e-02   4.0744082e-02  -1.5339745e-01  -8.4313782e-02  -4.0114170e-01  -2.2374274e-01  -1.0451945e-01   1.8901941e-02   1.0606589e-01  -3.2952966e-02  -3.8065216e-02   4.7763005e-02  -1.6467503e-01  -7.2630105e-02   2.2982219e-01   3.3162232e-02  -2.0513837e-02   1.8272158e-01  -5.2412773e-02  -8.5272839e-02   6.0776259e-02  -1.7422186e-01  -3.0410177e-01  -5.2762559e-02   6.2208315e-02   1.1517935e-02   2.4577778e-01   6.1853846e-02   1.5900871e-01  -8.9901028e-02   5.4007513e-02  -3.5722169e-01  -3.9021508e-02  -6.7690504e-02  -9.5240637e-02  -3.5429417e-02  -2.4834853e-02  -1.5672518e-01   1.5747340e-01  -2.4940274e-01   1.1431504e-01  -2.2063850e-02  -1.7192298e-02   6.2378941e-03   9.1298891e-02  -4.4624761e-02   2.0208576e-01   6.4240048e-02  -3.3556638e-01  -4.5548295e-02   2.0035091e-02   3.3645557e-02  -5.3010221e-02  -8.3665064e-02   2.2009180e-02  -4.6312316e-02  -4.8712301e-02   1.5016427e-01   5.5337123e-02   2.1665640e-02   4.5799242e-02  -4.7932912e-02   4.0427506e-01   4.0263161e-02   6.3974007e-03  -4.9223387e-02  -9.0986854e-01  -9.6463783e-01  -1.4628914e-02  -6.3514392e-02  -1.5993268e-02   3.9481605e-02  -5.4981185e-02   4.5993761e-02
   1.3459599e-01  -4.1743167e-02  -2.3760408e-01  -1.6910009e-01  -3.3946057e-01   1.5549824e-01   2.8409636e-01  -7.3775154e-02   3.3744312e-02   1.0733535e-01  -3.2567186e-02  -6.7190437e-02   5.3638792e-02  -1.5775359e-01  -3.3016503e-02   1.2855240e-02   3.2219155e-02  -2.3346471e-02   1.8260271e-01  -7.8419113e-02  -9.8283519e-02   6.4480953e-02  -1.6672312e-01   1.7844929e-02   3.3203454e-01   4.2895032e-02   3.7810831e-02   2.4350641e-01   6.6131921e-02  -4.4874357e-01  -9.3477222e-02   5.3750381e-02  -3.9593180e-02   6.6957764e-01  -4.5014321e-02   2.7891430e-02  -7.1754944e-02  -9.8284436e-03  -1.5644804e-01   7.5531226e-04  -2.3249624e-01   1.0840298e-01  -3.2767166e-01  -1.1777999e-02  -1.7723474e-02   9.3715106e-02  -2.7795081e-02   2.0597514e-01   6.3326644e-02  -3.4661144e-01  -4.8651580e-02   3.6932122e-02   3.6502430e-02  -4.5822525e-02  -8.5676860e-02   2.8813213e-02  -4.6645386e-02  -4.6254534e-02   1.5298638e-01   4.0852047e-02   7.1435577e-02   4.5045838e-02  -3.0570946e-02   3.9982824e-01   3.1481755e-02  -6.7783964e-01  -3.6974886e-02   3.1932764e-02   3.7880101e-02   9.7628092e-01  -6.0513387e-02  -3.9634155e-02   6.0791895e-02  -5.4045420e-02   3.8568676e-02
   1.2653349e-01  -3.6758485e-01  -2.3171165e-01  -1.6559330e-01   1.8831601e-01   1.6837342e-01  -2.1230431e-01  -7.3805306e-02   3.2012877e-02   1.0552243e-01  -3.4339539e-02  -7.3726656e-02   5.3617393e-02   2.8572712e-01  -2.3329890e-02  -6.5315030e-04   3.0757700e-02  -2.4537459e-02   1.8373600e-01  -9.5875042e-02  -1.0884242e-01   6.1089405e-02   2.4614945e-01   1.9244891e-03   9.3735169e-02   4.0359861e-02   3.3532775e-02   2.4294661e-01  -6.7578531e-01  -4.4515506e-01  -8.4442901e-02   5.1771201e-02  -4.1911006e-03  -6.9246381e-02  -4.7697717e-02   2.3799374e-02  -7.4185200e-02  -8.7096798e-03  -1.5737161e-01   9.6949284e-04   1.7101013e-01   1.0438459e-01   1.2227022e-01  -6.1893360e-03  -1.2503498e-02   8.5846706e-02  -2.6852191e-02   1.9811897e-01   5.7906679e-02  -3.4650877e-01  -3.9130883e-02   3.2793442e-02   3.7898764e-02  -4.4401504e-02  -8.7082466e-02   4.1825417e-02  -5.2480679e-02  -4.5728423e-02   1.5360827e-01   3.7550660e-02   8.0851070e-02   5.0713583e-02  -3.6553593e-02   3.9390125e-01  -9.7831996e-01  -6.7380725e-01  -3.4648384e-02   4.2824368e-02   3.8935740e-02  -6.4076901e-02  -6.0952134e-02  -3.6201791e-02   5.3426199e-02  -6.0116715e-02   4.2027404e-02
  -3.1715953e-01   1.5861459e-01   2.0893988e-01   2.4462750e-01   1.2975195e-01   3.2662422e-02   6.4356542e-02   3.9929697e-01   2.6580951e-01   1.0490782e-01  -3.0278863e-02  -6.0526525e-02   6.1768491e-02  -1.1649762e-01  -3.5037528e-02  -2.7845419e-02   4.7557009e-02  -7.4087282e-02   1.8030888e-01  -3.9967346e-02  -8.8275778e-02   1.4943656e-01  -1.5552848e-01  -2.8015233e-02  -1.1343257e-02   9.4233114e-02   1.7028837e-01   2.4528743e-01   3.9568728e-02   1.5837500e-01   4.5737931e-01   3.9204356e-02  -5.5863621e-02  -4.0630832e-02   6.7433345e-01   1.6901140e-01  -2.6706113e-02  -1.5853675e-02  -1.6860955e-01  -2.3460730e-01  -2.4753545e-01   1.1264976e-01   3.2280745e-02  -1.1905192e-01  -2.4898869e-02   4.4674749e-02  -4.6873575e-02  -3.2338917e-01   5.9588645e-02   1.2969989e-01  -3.7167735e-02   3.5868923e-02   3.7484149e-02  -5.0525377e-02  -8.5331096e-02   3.3466333e-02  -4.2651594e-02  -4.6456295e-02   1.4690350e-01   2.5615983e-02   3.0302461e-02   3.3911110e-02  -5.6384719e-02  -1.0115135e-01   3.2150138e-02   5.5075638e-02  -5.2514085e-02   6.6141267e-02   1.7391166e-02  -3.3844706e-02  -5.4086285e-02  -7.5565225e-02   4.6299797e-02  -4.8825249e-02  -9.7611103e-01
  -3.1501734e-01   1.5887712e-01   2.1110095e-01   2.4432344e-01   1.2848897e-01   3.0994741e-02   6.7540540e-02  -1.4825941e-01  -3.4877759e-01   1.0544044e-01  -3.1172311e-02  -5.9184743e-02   6.0426762e-02  -1.1749910e-01  -3.9091062e-02  -3.3891092e-02   5.2954328e-02  -7.2288192e-02   1.8094138e-01  -4.0641365e-02  -8.5184598e-02   1.4869329e-01  -1.5753099e-01  -3.3762095e-02  -1.4201424e-02   8.9882381e-02  -5.3185279e-01   2.4708377e-01   4.0640461e-02   1.5892469e-01   4.5479162e-01   2.7868245e-02  -5.6760423e-02  -4.2829000e-02  -8.7545695e-02  -6.1285053e-01  -4.4406871e-02  -1.4509576e-02  -1.7649487e-01   4.1090560e-01  -2.5027087e-01   1.3626132e-01   2.9272127e-02  -1.1401291e-01  -4.2195476e-02  -2.8015489e-04  -4.5890574e-02  -3.1628146e-01   6.9929753e-02   1.2775171e-01  -2.9573411e-02   4.0844141e-02   4.1283143e-02  -4.7557238e-02  -8.7864160e-02   3.7670530e-02  -5.5534365e-02  -2.8983376e-02   1.4999561e-01   2.5351744e-02   2.8561170e-02   3.6374497e-02  -5.1223581e-02  -1.0507249e-01   3.1589701e-02   5.6801212e-02  -6.4033520e-02   5.9669555e-02   1.3186755e-02  -3.3705759e-02  -5.0482100e-02   9.7639531e-01   4.6309987e-02  -4.7232526e-02  -3.3718011e-02
   1.0072168e-01   9.8674608e-02   4.2484438e-02  -1.5102710e-01  -8.9682411e-02  -3.9810054e-01  -2.1541188e-01  -1.0376371e-01   1.1874034e-02   1.0675763e-01  -3.3759227e-02  -3.7299609e-02   5.2261201e-02  -1.6749735e-01  -7.1979679e-02   2.3811866e-01   3.6771685e-02  -1.1390844e-02   1.8228802e-01  -5.0003544e-02  -8.1020450e-02   5.9595569e-02  -1.9468229e-01  -3.1686732e-01  -5.5737449e-02   4.4341714e-02   1.1644560e-03   2.4669661e-01   6.1711563e-02   1.4778210e-01  -7.9659399e-02  -9.7854802e-01  -3.5681598e-01  -3.0706814e-02  -6.0294696e-02  -1.1958799e-01  -9.3001740e-02  -3.2290995e-02  -1.6029144e-01   1.9915865e-01  -2.4267878e-01   1.1890593e-01  -2.7822604e-02  -3.2568130e-03  -4.5827795e-03   7.0195488e-02  -4.9861036e-02   1.9022538e-01   6.7861629e-02  -1.2487257e-01   1.1594213e-02   5.4668598e-03   4.0019619e-02  -1.1520059e-02  -8.8724794e-02   2.8353105e-02  -5.9251247e-02  -4.1417421e-02   1.5257792e-01   6.8063473e-02   1.0627543e-02   4.5681517e-02  -4.2498532e-02  -1.2214860e-01   4.3092698e-02   2.8764476e-02  -6.0713551e-02  -3.1377308e-01   1.4297218e-01  -1.3209330e-02  -6.3971406e-02  -9.8035482e-03  -8.7650273e-02  -5.5658201e-02   3.5351208e-02
   1.3069087e-01  -4.5932756e-02  -2.3815016e-01  -1.7003871e-01  -3.5330517e-01   1.5754587e-01   2.8569390e-01  -7.1450918e-02   3.3581751e-02   1.0843429e-01  -3.3428415e-02  -6.9811694e-02   5.5834064e-02  -1.5598014e-01  -3.0024141e-02   2.1106244e-02   3.2149153e-02  -2.4042785e-02   1.8417369e-01  -8.0387802e-02  -9.9806210e-02   6.1481615e-02  -1.6411608e-01   1.9141405e-02   3.4517689e-01   4.1283616e-02   4.0176049e-02   2.4250059e-01   6.1675324e-02  -4.5159983e-01  -8.7618986e-02   4.1850249e-02  -2.0750033e-02   6.6886171e-01  -4.8513223e-02   2.7600131e-02  -7.8295705e-02  -1.1579294e-02  -1.5597099e-01   5.9245530e-04   1.7036548e-01   1.0661374e-01  -3.4658449e-01  -6.6004053e-03  -1.0296556e-02   8.2612648e-02  -2.9208565e-02   2.0069873e-01   5.8044868e-02  -3.4543894e-01  -3.8542245e-02   2.9189740e-02   3.3086098e-02  -4.1962961e-02  -8.9577377e-02   3.0623954e-02  -4.8623302e-02  -3.7123011e-02   1.5528428e-01   4.2510201e-02   7.6882982e-02   5.0166034e-02  -2.9411091e-02  -1.0541542e-01   3.4759713e-02   7.8018936e-02  -3.1273955e-02   4.6374096e-02   4.1413675e-02  -7.9781853e-02  -5.8177177e-02  -3.5526958e-02  -9.7075414e-01  -5.4830806e-02   4.1426855e-02
   1.2573561e-01  -3.7118829e-01  -2.3057406e-01  -1.6367398e-01   1.8572093e-01   1.6866915e-01  -2.2079960e-01  -7.4082600e-02   3.2012390e-02   1.0610560e-01  -3.6237921e-02  -7.3001022e-02   5.2727818e-02   2.8741791e-01  -2.5259419e-02  -1.8791237e-04   3.0557191e-02  -2.2201650e-02   1.8420197e-01  -9.7675066e-02  -1.0991907e-01   5.7743383e-02   2.5431447e-01  -5.6907830e-04   8.8016390e-02   4.0741858e-02   3.5864953e-02   2.4266113e-01  -6.7356532e-01  -4.4565657e-01  -8.1945267e-02   5.2770077e-02  -1.9161540e-02  -7.3113717e-02  -4.6902968e-02   2.3945395e-02  -7.2052592e-02  -4.0321460e-03  -1.5331304e-01   1.4304413e-03   1.6774421e-01   1.0512437e-01   1.3747278e-01  -7.5364691e-03  -8.3730758e-03   7.8698202e-02  -2.3283289e-02   2.0005807e-01   5.7720723e-02  -3.4924716e-01  -5.4095132e-02   3.1207327e-02   3.4213428e-02  -3.4352988e-02  -8.7170878e-02   4.6875901e-02  -5.2277981e-02  -4.2650664e-02   1.5468393e-01   3.9089349e-02   7.7349070e-02   4.7312587e-02  -3.1123982e-02  -1.0411465e-01   6.9250902e-02   8.3037918e-02  -3.3125648e-02   3.4707126e-02   2.6831763e-02  -6.4967876e-02  -5.7655669e-02  -3.6885038e-02   4.6622398e-02   9.7808272e-01   3.9726426e-02
